,department,brand,count,min,max,mean
0,Bakery and tortillas,ALMADEN,3,23.0,33.5,26.5
1,Bakery and tortillas,AVELINA,1,55.5,55.5,55.5
2,Bakery and tortillas,AZUCENA,3,34.5,34.5,34.5
3,Bakery and tortillas,BELEN,3,62.9,62.9,62.9
4,Bakery and tortillas,BIMBO,31,25.0,59.0,43.45161290322581
5,Bakery and tortillas,BUTTER KRUST,3,41.0,56.0,47.0
6,Bakery and tortillas,CANADIAN BAGELS,3,78.0,88.5,83.83333333333333
7,Bakery and tortillas,CANYON BAKE,2,139.0,139.0,139.0
8,Bakery and tortillas,CARE SCENTS,4,20.0,24.0,21.0
9,Bakery and tortillas,CHARRAS,3,29.0,34.5,32.166666666666664
10,Bakery and tortillas,CHOCOLATE,1,41.0,41.0,41.0
11,Bakery and tortillas,CINCO FLORES,5,29.0,42.0,33.78
12,Bakery and tortillas,DAVES KILLER BR,5,139.0,143.0,139.8
13,Bakery and tortillas,DAVES KILLER BREAD,2,125.0,125.0,125.0
14,Bakery and tortillas,DECOR COOKIES,3,125.0,135.0,128.33333333333334
15,Bakery and tortillas,DEL BARRIO,3,19.0,29.0,22.333333333333332
16,Bakery and tortillas,DEL HOGAR,1,28.0,28.0,28.0
17,Bakery and tortillas,DELGADITAS,5,20.5,35.0,29.48
18,Bakery and tortillas,DELTA,4,29.0,42.0,32.25
19,Bakery and tortillas,DIATOSTA,2,49.0,49.0,49.0
20,Bakery and tortillas,DON CAYETANO,2,29.0,41.0,35.0
21,Bakery and tortillas,DON CHUY,1,58.0,58.0,58.0
22,Bakery and tortillas,DONT WORRY,7,91.0,91.0,91.0
23,Bakery and tortillas,EL PAPALOTE,1,34.5,34.5,34.5
24,Bakery and tortillas,EL REPULGO,4,80.0,89.0,82.25
25,Bakery and tortillas,EXQUISITAS,3,24.0,24.0,24.0
26,Bakery and tortillas,FIBRELAS,1,30.0,30.0,30.0
27,Bakery and tortillas,HAPPY MOMENTS,2,23.0,23.0,23.0
28,Bakery and tortillas,HCF,19,15.0,131.0,41.421052631578945
29,Bakery and tortillas,HEB,425,2.0,1038.0,87.12941176470588
30,Bakery and tortillas,HEB BAKERY,14,23.0,94.5,58.0
31,Bakery and tortillas,HEB ESSENTIAL GRAINS,7,40.0,56.5,49.07142857142857
32,Bakery and tortillas,HEB SABOR TRADI,4,35.9,43.0,39.975
33,Bakery and tortillas,INUSA,1,45.0,45.0,45.0
34,Bakery and tortillas,ISLA DEL SOL,4,31.9,37.0,33.175
35,Bakery and tortillas,JAC N RAY,2,43.0,43.0,43.0
36,Bakery and tortillas,KETOPIA,3,163.0,163.0,163.0
37,Bakery and tortillas,KODYZ,1,30.0,30.0,30.0
38,Bakery and tortillas,LA CAREM,1,97.0,97.0,97.0
39,Bakery and tortillas,LA FUENTE,18,43.0,173.0,57.416666666666664
40,Bakery and tortillas,LA LUZ,5,20.0,27.0,24.4
41,Bakery and tortillas,LA PRIETA,5,20.0,33.0,27.18
42,Bakery and tortillas,LAS CUMBRES,3,29.0,31.9,30.933333333333334
43,Bakery and tortillas,LIBANIUS,5,36.0,68.5,45.4
44,Bakery and tortillas,LIGERINAS,1,38.0,38.0,38.0
45,Bakery and tortillas,LOS REYES,5,34.0,35.5,35.2
46,Bakery and tortillas,MAMA REBECA,2,29.0,43.0,36.0
47,Bakery and tortillas,MARIMAIZ,2,33.9,33.9,33.9
48,Bakery and tortillas,MI LUPITA,1,29.0,29.0,29.0
49,Bakery and tortillas,MILAGROS DE AMA,2,137.0,137.0,137.0
50,Bakery and tortillas,MILPA REAL,1,42.0,42.0,42.0
51,Bakery and tortillas,MIMA,3,22.0,24.0,23.0
52,Bakery and tortillas,MISSION,12,16.5,32.9,26.116666666666664
53,Bakery and tortillas,MRS BAIRDS,2,53.5,53.5,53.5
54,Bakery and tortillas,NATURES OWN,12,63.0,79.0,70.34166666666667
55,Bakery and tortillas,NOPALIA,2,40.0,40.0,40.0
56,Bakery and tortillas,NUTRIGALZERTUCH,8,58.0,58.0,58.0
57,Bakery and tortillas,O SOLE MIO,8,88.0,179.0,119.25
58,Bakery and tortillas,OROWEAT,6,29.0,64.0,52.166666666666664
59,Bakery and tortillas,PAN,2,2.0,58.0,30.0
60,Bakery and tortillas,PANE Y MANE,2,31.0,37.0,34.0
61,Bakery and tortillas,PANERA,5,13.5,81.9,32.68
62,Bakery and tortillas,PASTELONE,3,48.0,58.0,51.333333333333336
63,Bakery and tortillas,PINOLITAS,1,47.0,47.0,47.0
64,Bakery and tortillas,QUELY,3,14.0,14.0,14.0
65,Bakery and tortillas,RICH,4,37.0,37.0,37.0
66,Bakery and tortillas,SAN MARTIN,4,57.0,100.0,89.25
67,Bakery and tortillas,SAN MIGUEL,2,30.0,40.0,35.0
68,Bakery and tortillas,SANISSIMO,10,26.0,51.0,33.79
69,Bakery and tortillas,SARA LEE,8,45.0,59.0,54.75
70,Bakery and tortillas,SEÑOR CACTUS,3,31.0,32.9,32.266666666666666
71,Bakery and tortillas,SIGDAL BAKERI,3,139.0,145.0,141.0
72,Bakery and tortillas,SUSALIA,6,25.0,34.0,30.650000000000002
73,Bakery and tortillas,TAMARAS,1,37.0,37.0,37.0
74,Bakery and tortillas,TIA ROSA,3,20.0,32.9,24.633333333333336
75,Bakery and tortillas,TOMATILLAS,1,40.0,40.0,40.0
76,Bakery and tortillas,TORTIRICA,2,22.0,46.0,34.0
77,Bakery and tortillas,TREGA,8,35.9,44.0,40.225
78,Bakery and tortillas,TRIGER,4,32.9,37.0,35.45
79,Bakery and tortillas,TURKOS REGIOS,5,53.5,163.0,97.6
80,Bakery and tortillas,Unknown,147,1.9,692.0,45.87551020408163
81,Bakery and tortillas,VERALMEX,2,28.0,28.0,28.0
82,Bakery and tortillas,VISTA REGIA,4,25.0,25.0,25.0
83,Bakery and tortillas,WONDER,3,48.9,54.0,51.13333333333333
84,Bakery and tortillas,YOGURT BOUTIQUE,21,73.5,168.0,134.02380952380952
85,Baking,A DE COCO,4,17.0,50.0,40.0
86,Baking,AIRES DE CAMPO,5,40.0,109.0,60.779999999999994
87,Baking,ALMAGIFA,2,93.5,93.5,93.5
88,Baking,ALPINA SAVOIE,1,119.0,119.0,119.0
89,Baking,ALPURA,3,11.5,20.0,16.5
90,Baking,AMERICOLOR,8,27.5,92.5,36.3
91,Baking,ARCOR,3,24.0,29.9,27.933333333333334
92,Baking,ASPROCICA,1,86.0,86.0,86.0
93,Baking,B.C.,5,54.5,93.0,66.1
94,Baking,BAKE,5,36.9,39.9,37.5
95,Baking,BAKERY CAKE,4,90.0,90.0,90.0
96,Baking,BAKERY CRAFTS,36,40.0,209.0,62.05833333333333
97,Baking,BAKERYCAKE,2,90.0,90.0,90.0
98,Baking,BARONIE,3,57.0,92.0,68.66666666666667
99,Baking,BETTY CROCKER,17,37.9,79.5,54.72941176470588
100,Baking,BITES,1,42.0,42.0,42.0
101,Baking,BLASON,1,120.0,120.0,120.0
102,Baking,BOBS RED MILL,33,134.0,660.0,218.4848484848485
103,Baking,BOVE,4,11.0,38.0,30.75
104,Baking,BRINOX,2,156.0,261.0,208.5
105,Baking,BUTLER,3,45.9,45.9,45.9
106,Baking,CACAFE,1,394.0,394.0,394.0
107,Baking,CALAHUA,1,18.5,18.5,18.5
108,Baking,CAMPO VIVO,1,113.0,113.0,113.0
109,Baking,CANDEREL,4,38.0,122.0,68.5
110,Baking,CARLOS V,1,185.0,185.0,185.0
111,Baking,CARNATION,7,20.5,150.0,44.42857142857143
112,Baking,CENTRAL MARKET,2,71.9,75.9,73.9
113,Baking,CHANTILLY,1,47.9,47.9,47.9
114,Baking,CHEFSTYLE,14,20.9,230.0,71.29285714285714
115,Baking,CHOCOLATE,1,74.0,74.0,74.0
116,Baking,CISNE DE ORO,1,26.5,26.5,26.5
117,Baking,CLEMENTE JACQUE,5,29.0,59.0,48.2
118,Baking,CLEMENTE JACQUES,1,51.0,51.0,51.0
119,Baking,CREMINO,1,81.0,81.0,81.0
120,Baking,CREOLE QUEEN,2,24.0,69.9,46.95
121,Baking,CRISA,2,79.0,314.0,196.5
122,Baking,CRISA-LIBBEY,2,83.0,83.0,83.0
123,Baking,CUATROCIELOS,1,84.0,84.0,84.0
124,Baking,D'GARI,2,13.0,20.0,16.5
125,Baking,DAILY,3,51.0,51.0,51.0
126,Baking,DE LA ROSA,2,55.0,55.0,55.0
127,Baking,DEL MONTE,4,25.0,57.9,36.975
128,Baking,DELIZERY,10,67.5,156.0,114.15
129,Baking,DUNCAN HINES,9,45.9,57.5,48.25555555555556
130,Baking,EBIEN,3,37.0,212.0,133.33333333333334
131,Baking,EL CUERNITO,12,6.0,236.0,44.24166666666667
132,Baking,EL GLOBO,1,16.9,16.9,16.9
133,Baking,EL HUERTO DE CARMEN,2,57.0,83.0,70.0
134,Baking,ESCOSA,2,34.5,40.0,37.25
135,Baking,EUPHORIA,1,255.0,255.0,255.0
136,Baking,EZEKIEL,3,179.0,199.0,189.0
137,Baking,FARBERWARE,1,345.0,345.0,345.0
138,Baking,FERRERO ROCHER,12,74.0,278.0,158.0
139,Baking,FINCA IRLANDA,1,111.0,111.0,111.0
140,Baking,FLAPJACKED,2,198.0,371.0,284.5
141,Baking,G&S,3,125.0,156.0,138.66666666666666
142,Baking,GHIRARDELLI,6,58.0,71.5,64.77666666666666
143,Baking,GLAD,4,209.0,503.0,418.75
144,Baking,GOURMET CHEFS,1,56.5,56.5,56.5
145,Baking,GRANVITA,1,64.0,64.0,64.0
146,Baking,GTC,2,31.0,31.0,31.0
147,Baking,GUD,4,58.0,60.0,59.0
148,Baking,HANDI FOIL,5,27.0,67.0,50.8
149,Baking,HARIMASA,2,16.9,17.9,17.4
150,Baking,HARMONY LIFE PR,1,151.0,151.0,151.0
151,Baking,HAVEN AND KEY,8,83.9,135.0,106.7375
152,Baking,HCF,37,13.5,96.9,38.605405405405406
153,Baking,HEALTHY BRAND,2,83.0,186.0,134.5
154,Baking,HEB,42,4.9,437.0,89.0904761904762
155,Baking,HEB ORGANICS,11,69.9,104.0,83.00909090909092
156,Baking,HERSHEY,1,57.0,57.0,57.0
157,Baking,HERSHEY'S,16,37.0,215.0,81.74375
158,Baking,INES,3,59.0,88.0,68.66666666666667
159,Baking,JELLO,1,48.9,48.9,48.9
160,Baking,JUST ABOUT FOODS,2,182.0,234.0,208.0
161,Baking,KEEBLER,3,77.0,82.0,80.33333333333333
162,Baking,KEKUA,7,46.0,92.0,66.57142857142857
163,Baking,KINDER,1,70.0,70.0,70.0
164,Baking,KINDER SORPRESA,2,45.0,46.0,45.5
165,Baking,KISSES,23,47.0,210.0,80.21739130434783
166,Baking,KITCHEN & TABLE,20,62.9,240.0,138.04000000000002
167,Baking,KNOX,1,21.0,21.0,21.0
168,Baking,KRUSTEAZ,1,52.9,52.9,52.9
169,Baking,LA ANITA,1,19.5,19.5,19.5
170,Baking,LA CARRETA,2,12.0,13.9,12.95
171,Baking,LA COSTEÑA,7,14.0,68.5,37.92857142857143
172,Baking,LA LECHERA,3,11.0,26.0,21.0
173,Baking,LA PERLA,5,14.5,28.5,21.86
174,Baking,LA SURTIDORA,3,21.5,68.9,38.46666666666667
175,Baking,LAKANTO,2,394.0,515.0,454.5
176,Baking,LALA,2,14.0,14.9,14.45
177,Baking,LEIBNIZ,1,124.0,124.0,124.0
178,Baking,LIBBEY,3,48.0,146.0,96.0
179,Baking,LINDT,9,87.5,149.0,101.61111111111111
180,Baking,LIRIO,1,16.9,16.9,16.9
181,Baking,LIVANA TECHNOLOGY,3,62.0,114.0,79.33333333333333
182,Baking,M&M,8,47.0,92.0,80.75
183,Baking,MARSELLA,2,11.0,11.0,11.0
184,Baking,MARTHA WHITE,3,26.9,26.9,26.899999999999995
185,Baking,MASECA,6,14.5,21.5,20.333333333333332
186,Baking,MCCORMICK,3,40.0,126.0,71.63333333333334
187,Baking,METALTEX,16,47.0,188.0,101.03125
188,Baking,METCO,10,23.0,86.0,56.89
189,Baking,MI TIENDA,1,15.5,15.5,15.5
190,Baking,MILKA,5,89.0,246.0,159.2
191,Baking,MILKY WAY,1,157.0,157.0,157.0
192,Baking,MIMA,6,39.0,185.0,96.33333333333333
193,Baking,MINSA,2,13.5,17.5,15.5
194,Baking,MISSISSIPPI,2,74.0,74.0,74.0
195,Baking,MOLINA,6,12.0,77.0,35.03333333333333
196,Baking,MORAMA,11,60.0,234.0,122.36363636363636
197,Baking,MUTII ADAPTOGEN,1,453.0,453.0,453.0
198,Baking,NATURAL FIT,4,72.0,185.0,128.5
199,Baking,NATURAL MILL,12,38.9,45.9,41.199999999999996
200,Baking,NATURE'S PATH O,1,246.0,246.0,246.0
201,Baking,NATURES PATH,3,113.0,168.0,131.33333333333334
202,Baking,NESTLE,5,14.0,42.0,23.0
203,Baking,NESTLE TOLL HOUSE,1,63.05,63.05,63.05
204,Baking,NESTLÉ,3,19.0,42.0,26.666666666666668
205,Baking,NJoy Brand,2,68.9,125.0,96.95
206,Baking,NUPI,5,89.9,89.9,89.9
207,Baking,NUTRA LIGHT,4,40.0,51.5,45.75
208,Baking,OCEAN,1,41.0,41.0,41.0
209,Baking,OKKO,1,83.0,83.0,83.0
210,Baking,OXO,1,398.0,398.0,398.0
211,Baking,PILLSBURY,6,32.9,59.9,42.666666666666664
212,Baking,PRAGNA,2,51.0,58.0,54.5
213,Baking,PRESS,3,83.9,261.0,184.63333333333333
214,Baking,PYREX,13,105.0,303.0,182.30769230769232
215,Baking,QUAKER,1,28.0,28.0,28.0
216,Baking,RAFFAELLO,1,77.0,77.0,77.0
217,Baking,RED LOBSTER,1,61.0,61.0,61.0
218,Baking,REVLON,2,209.0,209.0,209.0
219,Baking,REXAL,2,8.9,24.5,16.7
220,Baking,RICOLINO,4,33.5,67.0,49.875
221,Baking,RITTER,7,60.0,87.5,76.92857142857143
222,Baking,SAN ANTONIO,1,25.5,25.5,25.5
223,Baking,SAN BLAS,4,16.9,22.5,18.35
224,Baking,SELECTA,2,19.9,25.0,22.45
225,Baking,SNICKERS,2,157.0,244.0,200.5
226,Baking,SPLENDA,15,45.0,371.0,125.73333333333333
227,Baking,STERILITE,1,359.0,359.0,359.0
228,Baking,SUPERLIFE,4,95.0,224.0,150.0
229,Baking,SVETIA,4,22.0,221.0,99.75
230,Baking,THERMOHOUSER,1,209.0,209.0,209.0
231,Baking,TIA OFILIA,3,91.0,106.0,100.0
232,Baking,TOBLERONE,4,102.0,180.0,126.5
233,Baking,TONYS,6,205.0,205.0,205.0
234,Baking,TRADI-PAN,1,16.0,16.0,16.0
235,Baking,TRAMONTINA,1,261.0,261.0,261.0
236,Baking,TRES ESTRELLAS,4,30.5,53.5,42.0
237,Baking,TRUE AMARANTO,1,82.0,82.0,82.0
238,Baking,TU TIPO,1,78.9,78.9,78.9
239,Baking,TURIN,23,25.0,275.0,110.8695652173913
240,Baking,URCOHUASI FARMS,1,109.0,109.0,109.0
241,Baking,Unknown,12,38.0,113.0,80.45833333333333
242,Baking,VASCONIA,1,156.0,156.0,156.0
243,Baking,VERDE VALLE,6,19.5,78.0,35.13333333333333
244,Baking,VICTORINOX,3,230.0,471.0,327.6666666666667
245,Baking,WILTON,28,46.5,626.0,212.31785714285712
246,Baking,YILS,6,41.0,74.0,56.833333333333336
247,Candies,ALEGRO,32,22.0,23.0,22.5
248,Candies,AZTECA,16,29.9,29.9,29.9
249,Candies,BOKADOS,32,11.0,61.0,36.0
250,Candies,CARLOS V,32,12.0,42.0,27.0
251,Candies,CHOCKE OBLEAS,48,33.0,196.0,87.33333333333333
252,Candies,DRUMS,16,33.0,33.0,33.0
253,Candies,FERRERO ROCHER,48,79.0,228.0,148.33333333333334
254,Candies,HCF,16,48.0,48.0,48.0
255,Candies,HEB,32,20.5,20.5,20.5
256,Candies,HERSHEY'S,112,16.0,32.0,26.485714285714288
257,Candies,KINDER,48,13.0,26.0,21.0
258,Candies,KIT KAT,16,23.0,23.0,23.0
259,Candies,LINDT,48,95.0,95.0,95.0
260,Candies,M&M,48,21.0,31.9,28.266666666666666
261,Candies,MIGUELITO,16,20.0,20.0,20.0
262,Candies,MILCH,16,14.0,14.0,14.0
263,Candies,MILKY WAY,16,20.0,20.0,20.0
264,Candies,NESTLE,32,14.0,42.0,28.0
265,Candies,NESTLÉ,16,42.0,42.0,42.0
266,Candies,REESE'S,16,18.0,18.0,18.0
267,Candies,RICOLINO,64,13.9,54.0,28.85
268,Candies,SNICKERS,16,20.0,20.0,20.0
269,Candies,SONRICS,48,21.0,51.0,31.333333333333332
270,Candies,TRIDENT,32,21.0,21.0,21.0
271,Candies,TURIN,64,11.0,138.0,47.25
272,Candies,TWIX,16,24.0,24.0,24.0
273,Cleaning,1.2.3.,8,27.0,123.0,75.0
274,Cleaning,3 EN 1,1,101.0,101.0,101.0
275,Cleaning,ACADIAN TRADING  ,1,36.0,36.0,36.0
276,Cleaning,ACARFREE,1,137.0,137.0,137.0
277,Cleaning,ACE,9,29.0,171.0,88.75555555555555
278,Cleaning,ADISEL,1,35.9,35.9,35.9
279,Cleaning,AGLAY,1,51.5,51.5,51.5
280,Cleaning,AIR WICK,38,18.0,311.0,116.3157894736842
281,Cleaning,AJAX,12,24.0,73.0,41.71666666666667
282,Cleaning,ALEX,18,62.0,102.0,82.71666666666667
283,Cleaning,ALGO UTIL,1,90.0,90.0,90.0
284,Cleaning,ANIMALE,1,120.0,120.0,120.0
285,Cleaning,ANTI AKAR,1,62.0,62.0,62.0
286,Cleaning,ARDILLA,3,50.0,85.0,73.33333333333333
287,Cleaning,ARECA,1,124.0,124.0,124.0
288,Cleaning,ARGENT,2,38.0,67.5,52.75
289,Cleaning,ARIEL,12,31.0,196.0,122.575
290,Cleaning,ARM & HAMMER,5,41.0,130.0,87.6
291,Cleaning,AUMEX,1,29.5,29.5,29.5
292,Cleaning,AXION,19,26.0,72.0,54.15263157894737
293,Cleaning,BAR KEEPERS FRIEND,3,64.0,139.0,101.0
294,Cleaning,BARE,1,151.0,151.0,151.0
295,Cleaning,BAYGON,10,32.0,80.0,55.39
296,Cleaning,BIO NAPKINS,2,33.0,37.0,35.0
297,Cleaning,BIOCOSTALITOS,1,230.0,230.0,230.0
298,Cleaning,BIOFASE,5,25.0,27.0,26.4
299,Cleaning,BLACK & BLACK,2,25.0,123.0,74.0
300,Cleaning,BLANCA NIEVES,2,42.0,80.9,61.45
301,Cleaning,BLIMZ,1,92.0,92.0,92.0
302,Cleaning,BOL ROL,14,14.5,61.0,43.35
303,Cleaning,BOLD,4,122.0,143.0,132.5
304,Cleaning,BOLERO,12,12.5,52.0,27.166666666666668
305,Cleaning,BONA,2,124.0,139.0,131.5
306,Cleaning,BOSTON,9,17.0,77.9,34.2
307,Cleaning,BOUNCE,2,88.5,267.0,177.75
308,Cleaning,BRASSO,11,24.0,166.0,51.63636363636363
309,Cleaning,BREF,7,24.9,48.0,38.84285714285714
310,Cleaning,CABALLITO,11,19.0,19.0,19.0
311,Cleaning,CARBONA,3,44.0,64.5,51.833333333333336
312,Cleaning,CARE SCENTS,2,184.0,184.0,184.0
313,Cleaning,CARSA,1,41.0,41.0,41.0
314,Cleaning,CEBATON,1,43.0,43.0,43.0
315,Cleaning,CEPIMEX,14,45.0,139.0,57.957142857142856
316,Cleaning,CEVRE BRSES,4,75.0,75.0,75.0
317,Cleaning,CHARMIN,1,99.0,99.0,99.0
318,Cleaning,CHINET,4,73.0,84.0,79.0
319,Cleaning,CLEAN IDEAS,4,50.5,150.0,80.75
320,Cleaning,CLEANING GLOVES,1,31.0,31.0,31.0
321,Cleaning,CLORALEX,31,16.0,101.0,42.99354838709677
322,Cleaning,CLORINE,1,50.0,50.0,50.0
323,Cleaning,CLOROX,34,14.0,308.0,53.88823529411765
324,Cleaning,COLORFIEL,1,14.5,14.5,14.5
325,Cleaning,COMMAND,1,185.0,185.0,185.0
326,Cleaning,CONTROL PLAG,2,26.9,91.5,59.2
327,Cleaning,CONVERMEX,1,28.0,28.0,28.0
328,Cleaning,CORAZZI,1,12.9,12.9,12.9
329,Cleaning,COSTALITOS,8,32.0,48.0,39.5
330,Cleaning,COTTONELLE,5,99.0,256.0,143.4
331,Cleaning,CUBASA,3,71.0,203.0,155.66666666666666
332,Cleaning,CUTTER,1,73.0,73.0,73.0
333,Cleaning,DAWN,3,93.0,175.0,139.0
334,Cleaning,DESY,2,32.0,66.0,49.0
335,Cleaning,DIP IT  ,1,67.0,67.0,67.0
336,Cleaning,DOWNY,20,37.0,155.0,106.65
337,Cleaning,DR. BECKMANN,29,30.9,164.0,75.7
338,Cleaning,DRANO,1,122.0,122.0,122.0
339,Cleaning,DREFT,2,227.0,421.0,324.0
340,Cleaning,EASY OFF BAM,5,62.0,151.0,98.9
341,Cleaning,ECO CHOICE,4,15.0,36.0,23.5
342,Cleaning,ECOALTERNATIVAS,1,78.0,78.0,78.0
343,Cleaning,ECOFIN,2,41.0,93.0,67.0
344,Cleaning,ECOKILLER,1,185.0,185.0,185.0
345,Cleaning,ECONOMAX,1,18.0,18.0,18.0
346,Cleaning,ECOSHELL,2,15.5,33.0,24.25
347,Cleaning,EFICAZ,3,34.9,45.0,41.63333333333333
348,Cleaning,ELITE,12,16.0,251.0,86.75
349,Cleaning,ENSUEÑO,18,24.9,123.0,64.82222222222222
350,Cleaning,ESCUDO,3,67.0,102.0,83.66666666666667
351,Cleaning,EXGERM,1,102.0,102.0,102.0
352,Cleaning,FABULOSO,16,33.0,135.0,52.85625
353,Cleaning,FACIAL QUALITY,1,21.5,21.5,21.5
354,Cleaning,FAMILY GUARD,7,27.0,90.0,61.142857142857146
355,Cleaning,FAULTLESS,2,54.0,54.0,54.0
356,Cleaning,FEBREZE,11,90.0,236.0,133.9090909090909
357,Cleaning,FESS,2,116.0,145.0,130.5
358,Cleaning,FIELD AND FUTURE,2,62.0,62.0,62.0
359,Cleaning,FINISH,3,149.0,178.0,165.0
360,Cleaning,FLASH,3,25.5,25.5,25.5
361,Cleaning,FLY INN MOTEL,1,127.0,127.0,127.0
362,Cleaning,FLY OUT,2,60.0,83.0,71.5
363,Cleaning,FOCA,3,41.0,129.0,71.33333333333333
364,Cleaning,GAIN,2,111.0,111.0,111.0
365,Cleaning,GLADE,40,16.0,192.0,91.80499999999999
366,Cleaning,GLADIADOR,11,14.0,35.9,22.518181818181816
367,Cleaning,GOMATON,1,49.0,49.0,49.0
368,Cleaning,GRANITE GOLD,2,129.0,133.0,131.0
369,Cleaning,GREEN DOCTOR HOME,2,112.0,112.0,112.0
370,Cleaning,GREEN LABEL,1,73.0,73.0,73.0
371,Cleaning,GREEN LAND,7,58.0,287.0,129.4
372,Cleaning,GREEN TRAYS,2,56.0,58.0,57.0
373,Cleaning,GREENPRINT MX,2,28.0,29.0,28.5
374,Cleaning,GRILL CLEAN,1,56.0,56.0,56.0
375,Cleaning,GTC,2,25.0,30.5,27.75
376,Cleaning,GUATEPLAST,2,36.0,36.0,36.0
377,Cleaning,H-24,7,28.0,71.0,46.128571428571426
378,Cleaning,HAPPY LUNCH,1,41.0,41.0,41.0
379,Cleaning,HARPIC,15,24.0,129.0,63.46666666666667
380,Cleaning,HCE,5,40.5,164.0,72.67999999999999
381,Cleaning,HCF,115,13.0,140.0,46.179130434782614
382,Cleaning,HEB,83,13.0,411.0,97.79036144578313
383,Cleaning,HEB BRAVO,6,47.0,252.0,117.5
384,Cleaning,HUGGIES,1,16.5,16.5,16.5
385,Cleaning,IBERIA,4,62.0,66.0,63.25
386,Cleaning,INSECONTROL,1,60.0,60.0,60.0
387,Cleaning,IRONHOME,1,234.0,234.0,234.0
388,Cleaning,KABOOM,1,112.0,112.0,112.0
389,Cleaning,KEPLER,6,42.0,84.0,63.166666666666664
390,Cleaning,KERRVILLE,4,81.5,733.0,295.125
391,Cleaning,KESTÄVÄ,1,176.0,176.0,176.0
392,Cleaning,KEY HOGAR,5,32.0,44.0,37.980000000000004
393,Cleaning,KIDCO,2,27.0,39.0,33.0
394,Cleaning,KIWI,3,29.0,75.0,48.0
395,Cleaning,KLEENEX,21,19.0,98.0,43.042857142857144
396,Cleaning,KUXTAL,3,51.5,136.0,85.33333333333333
397,Cleaning,LEVEL,1,77.0,77.0,77.0
398,Cleaning,LIMPPANO,5,29.0,40.0,35.6
